Stock,Date,EPS Reported,EPS Surprise,Beat Estimate,EPS Estimate,Net Profit Margin,Return On Assets,Current EPS Growth,Fiscal Year EPS Growth,Cash Flow Accruals,Balance Sheet Accruals,Quick Ratio,Price Earnings Ratio,Debt Equity Ratio,Return On Equity,Current Ratio,Price To Sales Ratio,Price To Book Ratio,Dividend Yield,Dividend Payout Ratio,Asset Turnover,Inventory Turnover,Cash Ratio,Gross Profit Growth,EPS Growth,Free Cash Flow Growth,Receivables Growth,Asset Growth,Debt Growth,R&D Growth
BGS,2019-02-26,0.34,-32,-1,0.5,0.2443,0.03663874448040608,-0.1333,-0.2025,0.013595329840032028,-0.07651926732777727,0.63202714518962,11.0766,1.8175,0.1916,2.268,1.1207,2.1753,0.06638449575761,0.72215037550381,0.55675152440472,3.7661,0.04506658619062,-0.468,-0.1282,3.1463,0.073,-0.1422,-0.2623,0.0
ELF,2019-02-26,0.3,+36.36,1,0.22,0.1231,0.022190815315149957,-0.5455,-0.5294,-0.024960078558055872,0.021816903059430313,2.0441473904452,26.2424,0.6558,0.0677,3.295,1.5626,2.2868,-0.0,-0.0,0.61358567967402,4.9062,1.1903986981286,-0.0162,-0.5745,0.1797,-0.1772,0.0446,-0.0381,0.0
BBSI,2019-02-26,2.21,+40.76,1,1.57,0.0709,0.022293671776735278,0.6014,0.4955,-0.007969961208270454,0.05116455601171716,2.0075963003997,11.0521,0.035,0.3197,0.984,0.4492,0.5971,0.017593600034059,0.19305343912564,1.2441630548785,0.0,1.5423519762011,0.2716,0.5903,-0.5683,0.1093,0.1078,-0.0501,0.0
RLGY,2019-02-26,0.04,-66.67,-1,0.12,-0.0162,-0.003017832647462277,-1.0865,-0.6495,-0.02633744855967078,-0.003213235796814111,0.25147347740668,13.3455,1.5353,0.0593,0.503,0.2853,1.2687,0.025176960462773,0.32846715328467,0.83388203017833,0.0,0.15586116568435,-0.1463,-1.0856,-0.2813,-0.0458,-0.0064,0.0597,0.0
SJM,2019-02-26,2.26,+12.44,1,2.01,0.0603,0.007171719558590704,-0.8538,-0.6163,-0.017704813440771284,0.044048418586489654,0.25842408712364,27.1305,0.7416,0.0645,0.694,1.7796,3.7887,0.027273890827959,0.73464230171073,0.46902395385159,8.8831,0.04326286568439,0.0622,-0.8538,-0.1612,0.189,0.1043,0.232,0.0
FCN,2019-02-26,0.83,+50.91,1,0.55,0.047,0.009971750070719395,-0.6453,0.4291,-0.05072293506719498,0.02628785241532046,1.8565285865263,16.4138,0.1969,0.1117,2.0,1.2615,2.1823,-0.0,-0.0,0.85236396131176,0.0,0.64668131048345,0.0293,-0.6379,0.2541,0.0607,0.054,-0.3298,0.0
MTDR,2019-02-26,0.37,+42.31,1,0.26,0.4716,0.03956367757308745,2.3333,0.9593,-0.015190776028369697,0.233847412915214,0.79965881062475,6.444,0.7685,0.1624,0.926,2.0083,0.5229,-0.0,-0.0,0.26033694514108,76.3764,0.25448000436335,1.0909,2.3056,0.2759,-0.024,0.6104,1.198,0.0
SNHY,2019-02-26,0.41,+2.5,1,0.4,0.1184,0.015759500654886703,4.1,0.2735,-0.0161241262180173,7.916839597632624e-05,1.0358210560275,22.2752,0.6645,0.088,2.117,2.0884,3.07,0.010636544545827,0.23545901990156,0.48748998479128,7.9672,0.25287665340359,0.8343,4.1,8.9541,0.9413,1.2667,2.0404,0.0
PUMP,2019-02-26,0.59,+5.36,1,0.56,0.0,0.03631557556479998,3.6154,11.5,-0.07508697378311241,0.2786430666036636,0.95151377707223,5.9231,0.0878,0.218,0.99,0.0,0.8157,-0.0,-0.0,0.0,0.0,0.37617643723778,-0.1464,3.4286,33.4688,0.0165,0.7726,1.1253,0.0
FOXF,2019-02-26,0.58,+3.57,1,0.56,0.1284,0.041491672402494365,6.4286,0.9459,0.031929669822402286,0.06591249814661256,1.1038900656093,26.9955,0.185,0.2616,2.397,3.6766,7.2872,-0.0,-0.0,1.2760842775124,6.4509,0.28886707650979,0.3024,6.5714,-1.2653,0.2919,0.1411,-0.3976,0.3215
MASI,2019-02-26,0.83,+13.7,1,0.73,0.2103,0.04064190201399701,7.1429,0.5471,-0.014104387011633001,0.12104429842145677,4.4856883481136,29.0189,0.0,0.1997,5.325,6.6297,4.9623,-0.0,-0.0,0.74322447346681,9.18,3.7429796689859,0.0698,7.1333,0.3635,-0.0751,0.2754,0.0,0.2307
CPE,2019-02-26,0.17,-15,-1,0.2,0.9648,0.03925287993258901,6.0,1.4107,0.0011447102199376605,0.19271382152543534,0.46923941622528,4.8074,0.4865,0.1228,0.707,2.5135,0.3711,-0.0,-0.0,0.14767490631847,0.0,0.050969147328176,0.295,6.0,0.9423,0.1522,0.4774,0.9179,0.0
LNG,2019-02-26,0.25,-7.41,-1,0.27,0.0281,0.002094600931628474,-0.5536,2.131,-0.01309907149779598,0.06813817975389444,2.1836969001148,30.8281,-54.135,-0.8954,2.431,1.9037,0.4762,-0.0,-0.0,0.2496951886704,28.576,1.8117106773823,0.1256,-0.5536,-2.7712,0.5768,0.1462,0.1239,-0.6667
KEQU,2019-02-26,-0.01,-101.79,-1,0.56,-0.0007,-0.0002765139136773837,-1.0313,-0.7105,-0.028342676151931825,0.012419764836976077,1.3568875446797,40.4107,0.232,0.0325,1.997,0.4241,0.7122,0.033008548082232,1.3276651406148,1.6801761003405,8.1975,0.34081813460422,-0.3773,-1.0303,0.2565,-0.0945,-0.0379,-0.0897,0.0
CQP,2019-02-26,0.69,+16.95,1,0.59,0.185,0.01952820741070435,-0.7536,2.9015,-0.014409702904194948,0.011850142145410534,1.8810861423221,14.3825,20.0825,1.5925,2.206,2.7191,0.7001,0.090919140359185,0.87362637362637,0.35751641259597,66.2474,1.4428838951311,-0.0136,-0.7536,0.0407,0.3051,0.024,0.0012,-1.0
HSKA,2019-02-26,0.44,-42.11,-1,0.76,0.1018,0.02216015135632654,3.9333,-0.4308,-0.021489018996241657,0.07197083892893359,1.6123360997888,106.2963,0.049,0.0478,3.065,5.1271,5.236,-0.0,-0.0,0.81460128346074,4.4175,0.65751608309188,-0.0663,4.0,0.3954,-0.0564,0.1551,0.0,1.7313
BLD,2019-02-26,1.2,+0.84,1,1.19,0.0603,0.01570727768359821,-0.6215,-0.125,-0.01327544854801182,0.1676899583261974,1.1435533246297,11.658,0.6935,0.1257,1.586,0.6679,1.7387,-0.0,-0.0,0.97136642397264,15.8781,0.22718453158061,0.2966,-0.619,0.3195,0.3196,0.403,2.0736,0.0
CPK,2019-02-26,1.1,-8.33,-1,1.2,0.0885,0.0105103057205325,-0.3145,-0.0282,-0.0005792152076761071,0.08966626509318489,0.25018647039002,23.4971,1.2006,0.1091,0.363,1.8559,0.8014,0.016628942293172,0.389589961117,0.42362950065272,38.5084,0.011527088373713,0.1866,-0.3188,-1.3771,0.094,0.197,0.3596,0.0
USCR,2019-02-26,0.43,-24.56,-1,0.57,0.0054,0.0014519069496098593,1.6316,0.1895,-0.022309487347772185,0.035959809624537285,1.0478449980229,19.3846,2.2859,0.096,1.282,0.3939,0.5774,-0.0,-0.0,1.0985196528841,30.3404,0.079082641360221,0.1212,1.5455,12.5419,0.0497,0.0746,0.0299,0.0
CW,2019-02-26,1.9,+8.57,1,1.75,0.1277,0.025445531020140476,0.2517,0.2958,-0.04744845847726152,0.0029366702681852814,1.2655107896085,16.2611,0.4981,0.1801,1.955,1.8541,2.5497,0.0058817134684455,0.095478134100214,0.74087550320469,6.0124,0.40165103123982,0.042,0.2418,0.0198,0.1997,0.0059,-0.0634,0.2701
CDEV,2019-02-26,0.12,-25,-1,0.16,0.1392,0.007272264620291778,-0.0769,1.3438,-0.03388152311925223,0.08169169653365226,0.48608890826592,14.5,0.225,0.0645,0.526,3.4167,0.7147,-0.0,-0.0,0.20916446186533,0.0,0.073297647305786,0.3279,0.0,-0.9301,0.2772,0.1779,0.7843,-0.8111
IMMR,2019-02-26,-0.02,+77.78,1,-0.09,-0.2891,-0.02152128497551286,0.7619,2.1161,0.01693893626494058,0.47492044249128657,8.2091234929945,5.0337,0.0,0.5453,8.851,3.03,1.8911,-0.0,-0.0,0.76015616973184,0.0,7.2328445747801,0.5807,0.7381,-2.2786,0.304,1.8089,0.0,-0.0176
CSGP,2019-02-26,2.81,+11.07,1,2.53,0.2646,0.02520678656559684,0.8175,0.7869,-0.009437188590132622,0.07104554217171284,7.7167599686038,51.0348,0.0013,0.0789,7.87,10.3084,8.63,-0.0,-0.0,0.35974870787638,0.0,7.1381884936981,0.2639,0.8047,0.6045,0.4646,0.153,0.0,0.1736
NCI,2019-02-26,0.1,-23.08,-1,0.13,0.0306,0.006449805841008689,-0.809,0.7032,0.012771007915670806,-0.08144764444684707,2.6529530367038,8.8419,0.0,0.1703,2.807,1.3774,2.1219,0.0040664950036183,0.035766979990385,0.81043695854272,0.0,1.4190486640698,-0.0117,-0.8172,-1.1601,0.0849,-0.1506,-1.0,0.0
WLL,2019-02-26,-0.05,-109.62,-1,0.52,0.431,0.026285209250560566,1.2523,1.2733,-0.010439363093819725,-0.03981170859379307,0.70105283546675,6.0186,0.6539,0.0802,0.742,0.992,0.2661,-0.0,-0.0,0.26823821362335,0.0,0.025342176182787,0.0174,1.2557,-0.4019,0.0361,-0.0766,-0.2501,-0.9675
HD,2019-02-26,2.25,+4.17,1,2.16,0.0885,0.05326909528895757,0.3725,0.3347,-0.014953525895961639,-0.005941354538471965,0.22218234027279,19.0624,-15.5495,-5.9217,1.108,1.9461,4.9833,0.022513774064812,0.42298354464527,2.4589914324023,8.1133,0.10636515912898,0.1154,0.3701,0.3001,-0.0082,-0.0118,0.0804,0.0
DISCA,2019-02-26,0.74,-7.5,-1,0.8,0.0958,0.0082642089093702,1.197,2.4576,-0.020276497695852536,0.18138099990926412,0.90217663247436,28.7674,2.0025,0.0708,1.059,1.2273,1.9905,-0.0,-0.0,0.3242089093702,0.0,0.24668501376032,0.6649,1.196,1.0651,0.4255,0.4431,0.1358,0.0
EOG,2019-02-26,1.24,-7.46,-1,1.34,0.1952,0.026308585186851578,-0.6333,0.3206,-0.035140076136144026,0.06431791516788977,0.93093083186084,14.7066,0.3142,0.1766,1.356,2.9275,1.4829,0.0087492807664027,0.12811929664467,0.50908108963174,25.7223,0.41724305888588,0.4204,-0.6336,1.8911,0.1989,0.1375,-0.0476,0.476
SRE,2019-02-26,1.56,+6.85,1,1.46,0.2794,0.014842178172103301,2.6162,2.3861,0.0007256175995250503,0.09167176754401757,0.31556559883025,31.3594,1.4337,0.0613,0.485,2.5334,0.5048,0.030474343467167,0.8352380952381,0.1927339292193,41.3699,0.021002259736807,0.0694,2.6181,0.2365,-0.0014,0.2018,0.2658,0.0
SAFM,2019-02-26,-0.82,+47.1,1,-1.55,-0.024,-0.010582748452466647,-1.3661,-0.7805,0.002080587454401843,-0.021753579688995404,1.2580836547019,36.4407,0.0,0.0443,2.848,0.6944,1.3541,0.012953150546955,0.47152089336003,1.9500578508412,13.1326,0.60934993891065,-0.4991,-1.3661,-2.9831,-0.0355,-0.0216,0.0,0.0
AWI,2019-02-25,0.8,-3.61,-1,0.83,0.1448,0.018821737474840887,0.129,0.2448,-0.005222216177990535,-0.009483269572714047,0.73812556869882,16.1247,3.6274,0.8226,1.306,2.9583,2.0636,0.0028925271027519,0.046261430876815,0.53054452483273,16.9617,0.59272065514104,0.3437,0.1111,-0.6667,-0.12,-0.0188,-0.0358,0.0
AWR,2019-02-25,0.37,-2.63,-1,0.38,0.1242,0.009183892987565879,0.0571,-0.0851,-0.009710723022605738,0.029024726823379195,0.80740184875669,38.7514,0.7468,0.1144,0.897,5.6394,1.6414,0.015934849715947,0.60961938908112,0.29093272893296,82.652,0.048715762185763,0.0969,0.1176,0.0039,-0.1532,0.0598,0.0961,0.0
WAB,2019-02-25,0.97,-4.9,-1,1.02,0.0308,0.003979890011069188,-0.3,0.1213,-0.028003635928915787,0.13587398535472678,2.1188760483151,22.9575,1.3461,0.1029,2.702,1.5554,1.3188,0.0068851674720131,0.15690097103179,0.50450097661828,5.4973,1.4224620298903,0.1065,-0.3137,0.873,-0.0171,0.3145,1.0619,0.0941
ALSN,2019-02-25,1.14,+16.33,1,0.98,0.2272,0.03469435921642672,-0.2192,0.4226,-0.02006136417276375,0.0037905709547500594,1.1971830985915,9.1289,3.8285,0.9697,1.702,2.0982,4.628,0.014143591454594,0.12519561815336,0.6403115411848,16.7469,0.54225352112676,0.1736,-0.2177,0.6,0.2624,0.0076,-0.009,0.1935
JBT,2019-02-25,1.65,+19.57,1,1.38,0.0798,0.02974003466204506,1.2167,0.2767,-0.058925476603119586,0.01803168778009104,0.61075623325778,22.0276,0.8483,0.2278,1.274,1.1824,2.5251,0.0057298334204458,0.12584053794428,1.3308145580589,9.6881,0.088604986606223,0.1594,1.1967,3.3593,0.1222,0.0367,0.0115,-0.0561
BWXT,2019-02-25,0.74,+25.42,1,0.59,0.0459,0.013253007680521251,2.4375,0.5442,-0.09413109571891902,-0.01699899181424437,1.1678980675663,16.6943,3.2582,0.9631,1.438,2.097,3.2387,0.016969375650983,0.28120180826408,1.0874831429718,0.0,0.089320733116381,0.2624,2.4375,3.3523,-0.3589,-0.0334,0.5087,0.847
BSM,2019-02-25,0.72,+166.67,1,0.27,0.6672,0.09379963933984106,4.2,0.4356,0.03914122656451771,0.052207751215589605,1.8306210048482,10.6027,0.4534,0.3269,2.432,5.2008,1.8118,0.083349574766582,0.84619262206344,0.34829989189337,0.0,0.083593243368434,1.8257,4.2667,1.2825,0.4022,0.1102,0.0567,579.5
RCKY,2019-02-25,0.48,+9.09,1,0.44,0.0537,0.019536821128217346,-0.1864,0.5116,-0.02837213735290773,0.031227837003199848,2.25609561116,13.2653,0.0,0.096,5.244,0.7636,1.2484,0.018253533631055,0.23940081082938,1.3684062318927,3.6505,0.40662722839556,0.0336,-0.1864,-0.1331,0.0095,0.0645,-1.0,0.0
CORT,2019-02-25,0.18,+20,1,0.15,0.3293,0.07060771140926678,-0.7722,-0.4231,0.001568846368553774,0.17127337565831377,6.3066932786102,20.5538,0.0,0.2733,6.657,6.1402,4.9372,-0.0,-0.0,0.80606941423319,20.4117,1.1701290304444,0.2519,-0.7816,-0.1387,-0.3762,0.4133,0.0,0.3788
CAPL,2019-02-25,0.22,+57.14,1,0.14,0.014,0.008862389003855019,-0.6271,-0.8036,-0.028605803059560144,-0.044270675431798114,0.32841895803184,128.7273,4.7017,0.0473,0.575,0.1994,0.6783,0.16498697091127,14.390020948391,2.8213807009166,167.4999,0.03607769536903,0.1234,-0.6271,0.2816,-0.388,-0.0848,-0.0197,0.0
EXTN,2019-02-25,-0.14,-227.27,-1,0.11,0.0424,0.008980545660838746,1.0,-0.299,-0.03400648605600062,0.03508978780730027,0.58589111995959,26.0294,0.7305,0.045,1.238,0.4702,0.4247,-0.0,-0.0,0.86841678716879,10.5249,0.042590782565724,0.0177,1.0,1.2191,-0.19,0.0727,0.0959,0.0
CRI,2019-02-25,2.84,+10.94,1,2.56,0.1202,0.06341476682704685,-0.0071,-0.0385,-0.09921908164623301,-0.0029501924986077145,1.3082117518424,13.4686,0.6824,0.3244,3.185,1.0808,2.6325,0.022619026894513,0.29679722620077,1.6816453587377,6.1664,0.51944438505777,0.0147,-0.0105,0.6412,0.0736,-0.0059,-0.0389,0.0
PODD,2019-02-25,0.16,+166.67,1,0.06,0.06,0.010652020362984849,2.3333,1.1087,-0.022122350184765664,0.06416543682912744,3.1612267307642,1322.0,2.791,0.0155,3.988,8.3111,5.3349,-0.0,-0.0,0.60708117629831,10.7184,0.98486040620109,0.3874,2.4167,0.4278,0.4365,0.1371,0.0456,0.5182
MOS,2019-02-25,0.77,+35.09,1,0.57,0.0446,0.005581732872082389,1.2358,4.9355,-0.0018738319615094038,0.03834065327229657,0.67890647018561,23.9426,0.4356,0.0452,1.706,1.1744,0.6119,0.0034356974122713,0.081914893617021,0.4765249115273,5.0229,0.34130531062528,0.6644,1.2358,-2.3262,0.3049,0.0797,-0.1337,0.0
TEX,2019-02-25,0.51,+8.51,1,0.47,-0.0268,-0.009466708740927737,-0.8182,0.0882,-0.042112510399036115,0.0033676817684646825,0.71993084712275,18.2583,1.4116,0.1321,1.995,0.3965,0.6245,0.014535045831761,0.26385224274406,1.4702085544623,5.4276,0.27949287890014,0.0971,-0.7826,-0.6205,-0.0774,0.0068,0.2334,0.0
THC,2019-02-25,0.51,+82.14,1,0.28,-0.0011,-0.00022312463742246418,0.978,1.1529,-0.011379356508545673,-0.021312835742673713,0.77936219859995,15.7248,-124.5882,-0.9328,1.202,0.0959,0.1311,-0.0,-0.0,0.81721629702352,61.6599,0.10655950220379,-0.0721,0.978,-0.704,-0.008,-0.0417,-0.0074,0.0
HNI,2019-02-25,0.97,+1.04,1,0.96,0.0541,0.023086020983789923,-0.0395,0.055,-0.027841899669292732,0.0036851228290745953,0.76754975731509,16.5561,0.4526,0.1659,1.225,0.6876,1.65,0.033558189711414,0.54708332887114,1.6106606726569,14.4339,0.17687677869162,0.0962,-0.0513,0.0587,-0.0129,0.0074,-0.0886,0.0
KAMN,2019-02-25,1.22,+32.61,1,0.92,0.0471,0.015994578247047954,0.75,0.0971,-0.007728982905739379,0.006352589542156139,0.58709242954207,28.9124,0.4638,0.0856,2.59,0.8362,1.2856,0.014308068842688,0.4125791504366,1.272283662424,7.5166,0.086757394229352,0.0232,0.7347,0.0154,-0.5236,0.0128,-0.2644,0.0
CLDT,2019-02-25,-0.01,-133.33,-1,0.03,-0.0023,-0.0001194685870547451,-1.0,-0.0959,-0.01038821039529516,0.016770571254535342,0.75153543226754,26.7879,0.7314,0.0384,1.187,2.5365,0.5713,0.077748955764421,2.0100518912568,0.22520523244628,0.0,0.65981758452529,0.0751,-1.0909,0.3438,0.1107,0.0341,0.0835,0.0
GHC,2019-02-25,14.18,-9.28,-1,15.63,0.0823,0.011898512208438173,-0.7213,-0.0685,-0.008076336874514724,-0.017912228000722334,1.675744494325,12.6722,0.1636,0.093,1.887,1.2597,1.0876,0.0084110764853415,0.10551757704476,0.56589899205318,41.448,0.32519989854241,-0.1564,-0.721,0.818,-0.0613,-0.0352,-0.0327,0.0
PLOW,2019-02-25,0.62,+12.73,1,0.55,0.0968,0.021733440008991516,-0.58,-0.2125,-0.09078621044583425,-0.006598504887359709,1.3824176658066,18.7906,0.9899,0.1553,2.518,1.5546,3.1274,0.030142648057752,0.55535815966291,0.77502576927002,6.3356,0.35184904133151,-0.016,-0.5762,0.124,0.0299,-0.0131,-0.1124,0.0
DDS,2019-02-25,3.22,+21.05,1,2.66,0.0414,0.02481749995409995,-0.4134,-0.1704,-0.06192018404316178,-0.03532913358200479,0.18570487448248,10.7191,0.3387,0.1014,1.897,0.2726,0.5166,0.0062749990013851,0.065240245972407,1.8952636688156,4.3472,0.13230248464171,-0.0533,-0.4134,0.4122,0.297,-0.0682,-0.2217,0.0
ETSY,2019-02-25,0.32,+60,1,0.2,0.2062,0.04574037174655237,-0.1351,-0.1029,-0.06713082316258451,0.19653795788074305,5.9158680016419,74.3281,0.8542,0.1933,6.071,9.4921,6.8318,-0.0,-0.0,0.66939328115176,0.0,3.3225000446182,0.5526,-0.0811,1.6832,-0.5747,0.4892,3.8949,0.6046
SYKE,2019-02-25,0.58,-12.12,-1,0.66,0.0411,0.014546484670643456,1.9756,0.5263,-0.0022150794348305028,-0.06207336441436557,2.5655889643281,21.319,0.1234,0.0592,2.784,0.6508,1.4989,-0.0,-0.0,1.3871440066145,0.0,0.69348528936308,0.0067,1.9756,5.4044,0.016,-0.1169,-0.6291,0.0
FRGI,2019-02-25,0.08,+33.33,1,0.06,-0.0473,-0.018958149711340255,0.275,1.2148,-0.04168547672449416,-0.005527499726831771,0.29559073043964,53.4828,0.3322,0.0324,0.954,0.6139,1.4114,-0.0,-0.0,1.6447681764873,240.684,0.11292712785378,0.1432,0.275,0.3947,-0.1348,-0.011,0.0421,0.0
FRAC,2019-02-25,0.11,+1000,1,0.01,0.0126,0.005810849637627906,-0.8605,2.5882,-0.0882617613284543,0.005464569444080288,1.3175899900263,15.1481,0.721,0.1218,1.506,0.4045,0.9891,-0.0,-0.0,2.0264067461992,61.8472,0.36361410826004,0.0134,-0.8605,0.8467,-0.1159,0.011,0.2414,0.0
HSII,2019-02-25,0.58,+65.71,1,0.35,0.0586,0.015978499319896835,1.2667,1.9692,-0.16355589049268585,0.08807430777127158,1.2380679163884,11.9502,0.0,0.1845,1.414,0.8038,1.0257,0.017392713181139,0.20653210264733,1.0499922212755,0.0,0.87758307702437,0.094,1.281,0.2219,0.1649,0.1932,0.0,0.0
NLS,2019-02-25,0.05,+25,1,0.04,0.0118,0.004090778028737565,-0.8571,-0.4353,-0.03022430198471815,0.01241865839566989,0.95230797363311,22.2449,0.1752,0.0803,1.667,0.8183,1.5114,-0.0,-0.0,1.1916508481907,6.5138,0.33198073858639,-0.1878,-0.8214,-0.559,0.0741,0.0251,-0.3333,-0.0579
SHAK,2019-02-25,0.06,+100,1,0.03,-0.0077,-0.0015691233219552784,0.9149,53.0,-0.03860239921904175,0.12942473578766078,1.6245079068526,80.0185,0.0,0.0671,1.687,3.4865,2.6229,-0.0,-0.0,0.75231109917252,305.4938,0.41285781010209,0.2973,0.9167,-0.3841,0.8654,0.2973,0.0,0.0
TEN,2019-02-25,1.3,-7.8,-1,1.41,-0.025,-0.008086457073760581,-2.9735,-0.7507,-0.03846735187424426,0.46793876192589307,0.74050925925926,29.4516,3.1825,0.0319,1.414,0.1883,0.1481,0.037009480231503,1.0727272727273,0.88898125755744,7.6757,0.1625,0.5761,-2.9649,-0.5192,0.9163,1.759,2.7598,0.907
RP,2019-02-25,0.39,+5.41,1,0.37,0.0276,0.002989837317955756,1.2692,0.0,-0.049372834906350686,0.1608935752695164,1.2283228861418,120.475,0.5612,0.0327,1.312,5.205,5.825,-0.0,-0.0,0.41447763890564,0.0,0.92850142638126,0.1651,1.2593,3.1458,-0.0073,0.3835,-0.0802,0.1499
OKE,2019-02-25,0.7,-4.11,-1,0.73,0.0934,0.016064791866856307,6.8889,1.155,-0.020699199760680194,0.03950480317814145,0.3940992280534,19.2679,1.43,0.175,0.663,1.7623,1.2866,0.061741433776764,1.159203371008,0.69073185886253,43.8965,0.0056795653270955,0.1434,6.8889,-1.8182,-0.3192,0.0823,0.0295,0.0
AN,2019-02-22,1.02,-10.53,-1,1.14,0.0171,0.008691901623050885,-0.3602,-0.0203,0.010951608517501007,0.018799614072963135,0.18112087096375,8.1881,0.9575,0.1458,0.863,0.1499,0.3768,-0.0,-0.0,2.0077448875304,6.1039,0.0085894558243933,-0.0223,-0.3563,-7.5211,-0.1213,0.0383,-0.0382,0.0
ASIX,2019-02-22,0.68,-9.33,-1,0.75,0.0537,0.02006618816847827,-0.7069,-0.5466,-0.024056035707589022,-0.007505395942251427,0.59732934350459,11.0636,0.4758,0.1576,1.093,0.4788,0.7057,-0.0,-0.0,1.4642817791163,11.3742,0.034447394669926,0.2003,-0.7046,-0.4626,-0.1823,-0.0149,-0.2459,0.0
TDS,2019-02-22,0.14,-30,-1,0.2,0.012,0.0016354901359501176,-0.9496,-0.146,-0.019319227230910764,0.025579201174127267,2.1956769055745,27.1167,0.5349,0.0296,2.651,0.7192,0.5339,0.019858186073851,0.53333333333333,0.52223244403557,34.6373,1.0477815699659,0.0462,-0.9462,0.0606,0.1521,0.0525,-0.0073,0.0
B,2019-02-22,0.84,+2.44,1,0.82,0.1011,0.013823216339085145,1.6944,1.8899,-0.014385700096476644,0.08565814428160472,1.3496115799475,16.8616,0.7847,0.1381,2.253,1.8391,2.2715,0.011546877463556,0.19379490450459,0.53254004136748,5.8899,0.28144805231096,0.043,1.6972,1.9181,0.0955,0.1874,0.7725,0.0
FIX,2019-02-22,0.74,-7.5,-1,0.8,0.0428,0.023674809235020196,2.35,1.0408,-0.050850584058936686,0.09335056521533336,1.2648107943767,14.4158,0.1544,0.2267,1.305,0.7434,2.2136,0.0075786081096939,0.10865964589072,2.0543506085281,192.1633,0.097675235195629,0.2608,2.35,1.4591,0.2554,0.2059,0.2706,0.0
USM,2019-02-22,0.23,+76.92,1,0.13,0.02,0.002886994775914215,-0.9283,11.2857,-0.012097882870497663,0.03067658519305703,2.273516642547,29.6971,0.4003,0.037,2.622,1.1247,0.9091,-0.0,-0.0,0.54536706076437,28.3357,0.83936324167873,0.0402,-0.9252,0.087,0.1568,0.0633,-0.0098,0.0
COG,2019-02-22,0.55,-5.17,-1,0.58,0.384,0.0655051682266651,7.8889,4.6364,-0.009766056202812736,-0.059209585115592094,1.4702677676284,17.88,0.5872,0.2668,1.896,4.4041,2.2932,0.011254472501466,0.19992891033547,0.52113291586773,229.3416,0.0079613178121867,1.2274,7.8889,49.5,0.6778,-0.1118,-0.2103,8.3114
HMSY,2019-02-22,0.31,+29.17,1,0.24,0.2143,0.03096007669783907,0.3,0.3617,-0.006981802807185415,0.05032824035705695,3.9919068564036,42.6212,0.3364,0.0771,4.402,3.9451,4.532,-0.0,-0.0,0.55473343977569,0.0,1.8519637774903,0.0595,0.2903,0.4504,0.0914,0.106,0.0,0.0
CNK,2019-02-22,0.31,-27.91,-1,0.43,0.0244,0.004338175543158856,-0.7901,-0.1903,-0.041817218739276164,0.0012225319849328657,1.0982053512932,19.5628,1.4131,0.1481,1.178,1.2981,1.4462,0.036629722766248,0.69912592890514,0.71884235887152,174.9707,0.89789736016634,0.0558,-0.7901,0.0765,0.0654,0.0024,-0.0116,0.0
RUTH,2019-02-22,0.5,+2.04,1,0.49,0.1169,0.0583630843672554,0.6129,0.4227,-0.08990899914772615,0.025199865514818537,0.25755730959778,16.1206,0.4549,0.4624,0.382,1.5482,3.9856,0.020271803735322,0.32454414587332,1.7765550070106,50.304,0.053132084977748,0.0443,0.5938,0.0481,-0.0994,0.0517,-0.18,0.0
ULH,2019-02-22,0.56,+36.59,1,0.41,0.0233,0.010698015885723368,-0.1351,0.8586,-0.014208672983477376,0.1599702560088159,1.1548996468764,9.8315,1.9133,0.2493,1.245,0.3511,0.8784,0.021485781752473,0.20947525777147,1.7336336368391,0.0,0.025894225682623,-1.2293,-0.1351,4.7552,0.0901,0.2727,0.6149,0.0
TEN,2019-02-22,1.3,-7.8,-1,1.41,-0.025,-0.008086457073760581,-2.9735,-0.7507,-0.03846735187424426,0.46793876192589307,0.74050925925926,29.4516,3.1825,0.0319,1.414,0.1883,0.1481,0.037009480231503,1.0727272727273,0.88898125755744,7.6757,0.1625,0.5761,-2.9649,-0.5192,0.9163,1.759,2.7598,0.907
ITT,2019-02-22,0.82,+10.81,1,0.74,0.0765,0.013491733388790682,1.7733,1.9375,-0.01905479879380264,0.019424937061083874,1.2626992317395,12.6693,0.0638,0.1831,1.886,1.5404,1.4933,0.011229694708784,0.14174408151034,0.71360611417282,7.9292,0.64350418529985,0.012,1.7895,0.6178,-0.1423,0.0396,-0.2897,-0.0706
TVPT,2019-02-22,0.31,+24,1,0.25,0.0043,0.0008695631392629095,-0.9459,-0.4956,-0.026077334787271124,9.73018869567162e-06,0.67148748846671,26.931,-13.216,-0.4262,0.852,0.7741,1.7813,0.019063977727815,0.52449468524536,0.87095061652948,0.0,0.33825843776153,0.0047,-0.9474,7.7099,0.016,0.0247,0.0099,0.0
ACIA,2019-02-21,0.41,+17.14,1,0.35,0.0848,0.0150998821983222,1.449,-0.8696,-0.04373117291591552,-0.007741266448439505,4.9753585569205,316.6667,0.0,0.0098,5.431,4.5216,2.5498,-0.0,-0.0,0.5647352619135,7.7474,0.7230230026675,0.3247,1.4151,1.2301,0.0488,-0.0154,0.0,0.184
